clean_id	fold	homology_group	label	embedding_row	teacher_logit	strict25	clean_core
HPCLAS_TRAIN_N_000107	0	HPCLAS_TRAIN_N_000107	0	7502	-0.8553091796260845	True	False
HPCLAS_TRAIN_N_000109	4	HPCLAS_TRAIN_N_000109	0	7504	-1.6212519563540448	True	False
HPCLAS_TRAIN_N_000110	3	HPCLAS_TRAIN_N_000110	0	7505	-1.762445319926958	True	False
HPCLAS_TRAIN_N_000111	2	HPCLAS_TRAIN_N_000111	0	7506	-3.492481174818477	True	True
HPCLAS_TRAIN_N_000112	3	HPCLAS_TRAIN_N_000112	0	7507	-1.508368946119505	True	True
HPCLAS_TRAIN_N_000113	3	HPCLAS_TRAIN_N_000113	0	7508	-2.296238898008084	True	True
HPCLAS_TRAIN_N_000114	0	HPCLAS_TRAIN_N_000114	0	7509	-1.206003403028	True	True
HPCLAS_TRAIN_N_000115	2	HPCLAS_TRAIN_N_000115	0	7510	-0.4337957553065102	True	False
HPCLAS_TRAIN_N_000116	1	HPCLAS_TRAIN_N_000116	0	7511	-1.4171697753950478	True	True
HPCLAS_TRAIN_N_000117	1	HPCLAS_TRAIN_N_000117	0	7512	-2.190143578627075	True	True
HPCLAS_TRAIN_N_000118	2	HPCLAS_TRAIN_N_000118	0	7513	-2.6757688499353067	True	True
HPCLAS_TRAIN_N_000119	2	HPCLAS_TRAIN_N_000119	0	7514	-4.135688712815923	True	True
HPCLAS_TRAIN_N_000123	1	HPCLAS_TRAIN_N_000123	0	7518	-2.978350350745712	True	True
HPCLAS_TRAIN_N_000124	0	HPCLAS_TRAIN_N_000124	0	7519	-2.21195246428128	True	True
HPCLAS_TRAIN_N_000125	0	HPCLAS_TRAIN_N_000125	0	7520	-0.6969718589438597	True	True
HPCLAS_TRAIN_N_000126	4	HPCLAS_TRAIN_N_000126	0	7521	-0.8671699775622032	True	False
HPCLAS_TRAIN_N_000128	0	HPCLAS_TRAIN_N_000128	0	7523	-0.8177668262104771	True	False
HPCLAS_TRAIN_N_000129	2	HPCLAS_TRAIN_N_000129	0	7524	-1.9374918363702491	True	True
HPCLAS_TRAIN_N_000130	4	HPCLAS_TRAIN_N_000130	0	7525	-1.308465532437065	True	True
HPCLAS_TRAIN_N_000131	2	HPCLAS_TRAIN_N_000131	0	7526	-3.178781013499589	True	True
HPCLAS_TRAIN_N_000132	2	HPCLAS_TRAIN_N_000132	0	7527	-1.836987054816838	True	False
HPCLAS_TRAIN_N_000133	4	HPCLAS_TRAIN_N_000133	0	7528	-1.8667474039266545	True	True
HPCLAS_TRAIN_N_000134	1	HPCLAS_TRAIN_N_000134	0	7529	-2.224128215108989	True	False
HPCLAS_TRAIN_N_000135	4	HPCLAS_TRAIN_N_000135	0	7530	-0.3227560736632472	True	False
HPCLAS_TRAIN_N_000136	0	HPCLAS_TRAIN_N_000136	0	7531	-2.596473039930148	True	True
HPCLAS_TRAIN_N_000138	3	HPCLAS_TRAIN_N_000138	0	7533	-0.926756742096706	True	True
HPCLAS_TRAIN_N_000139	0	HPCLAS_TRAIN_N_000139	0	7534	-2.610626259464636	True	True
HPCLAS_TRAIN_N_000140	0	HPCLAS_TRAIN_N_000140	0	7535	-0.8873293530675617	True	True
HPCLAS_TRAIN_N_000141	3	HPCLAS_TRAIN_N_000141	0	7536	-2.362073925147724	True	True
HPCLAS_TRAIN_N_000142	3	HPCLAS_TRAIN_N_000142	0	7537	-0.1737710302075741	True	False
HPCLAS_TRAIN_N_000143	0	HPCLAS_TRAIN_P_000687	0	7538	-1.4059288808554216	True	False
HPCLAS_TRAIN_N_000144	3	HPCLAS_TRAIN_N_000144	0	7539	-3.114373249472586	True	True
HPCLAS_TRAIN_N_000145	1	HPCLAS_TRAIN_N_000145	0	7540	-1.502034641309902	True	True
HPCLAS_TRAIN_N_000147	0	HPCLAS_TRAIN_N_000147	0	7542	-1.7214790354070186	True	True
HPCLAS_TRAIN_N_000148	4	HPCLAS_TRAIN_N_000148	0	7543	-1.525919849051388	True	True
HPCLAS_TRAIN_N_000150	0	HPCLAS_TRAIN_N_000150	0	7545	-2.181328960743078	True	True
HPCLAS_TRAIN_N_000151	2	HPCLAS_TRAIN_N_000151	0	7546	-1.2198536256006074	True	True
HPCLAS_TRAIN_N_000152	3	HPCLAS_TRAIN_N_000152	0	7547	-2.707957762010323	True	False
HPCLAS_TRAIN_N_000153	3	HPCLAS_TRAIN_N_000153	0	7548	-2.616886350355804	True	True
HPCLAS_TRAIN_N_000154	2	HPCLAS_TRAIN_N_000154	0	7549	0.2006890464847749	True	False
HPCLAS_TRAIN_N_000156	1	HPCLAS_TRAIN_N_000156	0	7551	-2.960010085651574	True	False
HPCLAS_TRAIN_N_000157	3	HPCLAS_TRAIN_N_000157	0	7552	-0.1971842956105271	True	False
HPCLAS_TRAIN_N_000158	4	HPCLAS_TRAIN_N_000158	0	7553	-1.7700923097424797	True	True
HPCLAS_TRAIN_N_000159	3	HPCLAS_TRAIN_N_000159	0	7554	-1.3881628778827548	True	False
HPCLAS_TRAIN_N_000160	4	HPCLAS_TRAIN_N_000160	0	7555	-0.9124104809772612	True	False
HPCLAS_TRAIN_N_000161	1	HPCLAS_TRAIN_N_000161	0	7556	-0.4969071916481417	True	False
HPCLAS_TRAIN_N_000162	1	HPCLAS_TRAIN_N_000162	0	7557	-3.0123257810210764	True	True
HPCLAS_TRAIN_N_000163	3	HPCLAS_TRAIN_N_000163	0	7558	-2.759077744846456	True	True
HPCLAS_TRAIN_N_000164	0	HPCLAS_TRAIN_N_000164	0	7559	-0.4865709726140184	True	False
HPCLAS_TRAIN_N_000165	0	HPCLAS_TRAIN_N_000165	0	7560	-2.2488944160057187	True	True
HPCLAS_TRAIN_N_000166	0	HPCLAS_TRAIN_N_000166	0	7561	-3.715770722326965	True	True
HPCLAS_TRAIN_N_000167	1	HPCLAS_TRAIN_N_000167	0	7562	-1.7936780016437024	True	True
HPCLAS_TRAIN_N_000168	1	HPCLAS_TRAIN_N_000168	0	7563	0.0850524650841975	True	False
HPCLAS_TRAIN_N_000169	1	HPCLAS_TRAIN_N_000169	0	7564	-4.018809270134788	True	True
HPCLAS_TRAIN_N_000171	0	HPCLAS_TRAIN_N_000171	0	7566	0.1272581031668771	True	False
HPCLAS_TRAIN_N_000172	0	HPCLAS_TRAIN_N_000172	0	7567	-0.3667790314369834	True	False
HPCLAS_TRAIN_N_000173	0	HPCLAS_TRAIN_N_000173	0	7568	-0.0428782819089607	True	False
HPCLAS_TRAIN_N_000174	3	HPCLAS_TRAIN_N_000174	0	7569	0.95825564077597	False	False
HPCLAS_TRAIN_N_000175	0	HPCLAS_TRAIN_N_000175	0	7570	-3.032740587308271	True	True
HPCLAS_TRAIN_N_000176	1	HPCLAS_TRAIN_N_000176	0	7571	-1.728365838050096	True	True
HPCLAS_TRAIN_N_000177	0	HPCLAS_TRAIN_N_000177	0	7572	-2.852522932256487	True	True
HPCLAS_TRAIN_N_000178	2	HPCLAS_TRAIN_N_000178	0	7573	-2.084286248633553	True	True
HPCLAS_TRAIN_N_000180	4	HPCLAS_TRAIN_N_000180	0	7574	-1.8750636095913935	True	True
HPCLAS_TRAIN_N_000182	2	HPCLAS_TRAIN_N_000182	0	7576	-1.496407022243033	True	False
HPCLAS_TRAIN_N_000183	3	HPCLAS_TRAIN_N_000183	0	7577	-2.1306843815200884	True	True
HPCLAS_TRAIN_N_000184	1	HPCLAS_TRAIN_N_000184	0	7578	-1.1811089351087023	True	True
HPCLAS_TRAIN_N_000185	4	HPCLAS_TRAIN_N_000185	0	7579	-1.6994584425523638	True	True
HPCLAS_TRAIN_N_000186	3	HPCLAS_TRAIN_N_000186	0	7580	-3.1351027924861503	True	True
HPCLAS_TRAIN_N_000187	1	HPCLAS_TRAIN_N_000187	0	7581	-0.9153507085879108	True	True
HPCLAS_TRAIN_N_000188	1	HPCLAS_TRAIN_N_000188	0	7582	-2.709148471386988	True	True
HPCLAS_TRAIN_N_000189	3	HPCLAS_TRAIN_N_000189	0	7583	2.146540872708975	True	False
HPCLAS_TRAIN_N_000190	2	HPCLAS_TRAIN_N_000190	0	7584	-2.823917579953326	True	True
HPCLAS_TRAIN_N_000192	4	HPCLAS_TRAIN_N_000192	0	7586	-2.375583450603081	True	True
HPCLAS_TRAIN_N_000193	3	HPCLAS_TRAIN_N_000193	0	7587	-2.189498626666908	True	True
HPCLAS_TRAIN_N_000194	3	HPCLAS_TRAIN_N_000194	0	7588	-3.331171578613552	True	True
HPCLAS_TRAIN_N_000195	4	HPCLAS_TRAIN_N_000195	0	7589	1.1496835857439645	True	False
HPCLAS_TRAIN_N_000196	0	HPCLAS_TRAIN_N_000196	0	7590	-1.8217486045832365	True	True
HPCLAS_TRAIN_N_000197	1	HPCLAS_TRAIN_N_000197	0	7591	-1.8670694017754776	True	True
HPCLAS_TRAIN_N_000198	1	HPCLAS_TRAIN_N_000198	0	7592	-0.9241929760158446	True	False
HPCLAS_TRAIN_N_000199	0	HPCLAS_TRAIN_N_000199	0	7593	-1.182047700568235	True	False
HPCLAS_TRAIN_N_000200	4	HPCLAS_TRAIN_N_000200	0	7594	-1.955704198261403	True	True
HPCLAS_TRAIN_N_000201	4	HPCLAS_TRAIN_N_000201	0	7595	-1.1482275772991	True	True
HPCLAS_TRAIN_N_000202	4	HPCLAS_TRAIN_N_004968	0	7596	0.9654364469272408	True	False
HPCLAS_TRAIN_N_000203	0	HPCLAS_TRAIN_N_000203	0	7597	-2.6311922095755635	True	True
HPCLAS_TRAIN_N_000205	0	HPCLAS_TRAIN_N_000205	0	7599	-2.4932188823136867	True	True
HPCLAS_TRAIN_N_000206	1	HPCLAS_TRAIN_N_000206	0	7600	-3.921047426839874	True	True
HPCLAS_TRAIN_N_000207	4	HPCLAS_TRAIN_N_000207	0	7601	-1.5610715643472863	True	True
HPCLAS_TRAIN_N_000208	0	HPCLAS_TRAIN_N_000208	0	7602	-1.6627654299336854	True	True
HPCLAS_TRAIN_N_000210	4	HPCLAS_TRAIN_N_000210	0	7604	-1.9970494681135045	True	False
HPCLAS_TRAIN_N_000212	0	HPCLAS_TRAIN_N_000212	0	7606	-2.059607452312471	True	False
HPCLAS_TRAIN_N_000213	4	HPCLAS_TRAIN_N_000213	0	7607	-1.6497747223915835	True	True
HPCLAS_TRAIN_N_000215	4	HPCLAS_TRAIN_N_000215	0	7609	-1.8498502199952225	True	True
HPCLAS_TRAIN_N_000217	0	HPCLAS_TRAIN_N_000217	0	7611	-1.716644991226542	True	True
HPCLAS_TRAIN_N_000218	1	HPCLAS_TRAIN_N_000218	0	7612	-1.9029662195244288	True	True
HPCLAS_TRAIN_N_000219	1	HPCLAS_TRAIN_N_000219	0	7613	-0.8910030194100461	True	True
HPCLAS_TRAIN_N_000220	1	HPCLAS_TRAIN_N_000220	0	7614	-0.6449796395582542	True	True
HPCLAS_TRAIN_N_000222	2	HPCLAS_TRAIN_N_000222	0	7616	-1.0965764352725085	True	True
HPCLAS_TRAIN_N_000223	3	HPCLAS_TRAIN_N_000223	0	7617	-3.173752775217036	True	True
HPCLAS_TRAIN_N_000224	1	HPCLAS_TRAIN_N_000224	0	7618	-3.6351733336620975	True	True
HPCLAS_TRAIN_N_000225	0	HPCLAS_TRAIN_N_000225	0	7619	-3.229357327033105	True	True
HPCLAS_TRAIN_N_000226	0	HPCLAS_TRAIN_N_000226	0	7620	-3.2881228976760744	True	True
HPCLAS_TRAIN_N_000227	3	HPCLAS_TRAIN_N_000227	0	7621	-1.7894019006817072	True	False
HPCLAS_TRAIN_N_000228	2	HPCLAS_TRAIN_N_000228	0	7622	-2.5295665916616024	True	True
HPCLAS_TRAIN_N_000229	3	HPCLAS_TRAIN_N_000229	0	7623	1.341510295289135	True	False
HPCLAS_TRAIN_N_000232	0	HPCLAS_TRAIN_N_000232	0	7626	-1.65142247734739	True	True
HPCLAS_TRAIN_N_000233	4	HPCLAS_TRAIN_N_000233	0	7627	-0.2930895075430768	True	False
HPCLAS_TRAIN_N_000234	0	HPCLAS_TRAIN_N_000234	0	7628	-1.510153429396338	True	True
HPCLAS_TRAIN_N_000235	0	HPCLAS_TRAIN_N_000235	0	7629	-2.364776056307188	True	True
HPCLAS_TRAIN_N_000236	2	HPCLAS_TRAIN_N_000236	0	7630	1.5058561649200188	True	False
HPCLAS_TRAIN_N_000237	0	HPCLAS_TRAIN_N_000237	0	7631	-0.870884064017908	True	False
HPCLAS_TRAIN_N_000238	0	HPCLAS_TRAIN_N_000238	0	7632	-1.3671092007892514	True	True
HPCLAS_TRAIN_N_000239	2	HPCLAS_TRAIN_N_000239	0	7633	-3.340366402799945	True	True
HPCLAS_TRAIN_N_000240	1	HPCLAS_TRAIN_N_000240	0	7634	-1.4512598939842585	True	True
HPCLAS_TRAIN_N_000241	4	HPCLAS_TRAIN_N_000241	0	7635	-0.7402599909295016	True	True
HPCLAS_TRAIN_N_000242	2	HPCLAS_TRAIN_N_000242	0	7636	-1.523003329420216	True	False
HPCLAS_TRAIN_N_000244	4	HPCLAS_TRAIN_N_000244	0	7638	-1.525791358015667	True	True
HPCLAS_TRAIN_N_000245	4	HPCLAS_TRAIN_N_000245	0	7639	-2.2674772851344724	True	True
HPCLAS_TRAIN_N_000247	0	HPCLAS_TRAIN_N_000247	0	7641	-2.9175316930098893	True	True
HPCLAS_TRAIN_N_000248	1	HPCLAS_TRAIN_N_000248	0	7642	-3.828342001663565	True	True
HPCLAS_TRAIN_N_000249	1	HPCLAS_TRAIN_N_000249	0	7643	-0.8350007323816024	True	True
HPCLAS_TRAIN_N_000250	1	HPCLAS_TRAIN_N_000250	0	7644	0.7472968150043435	True	False
HPCLAS_TRAIN_N_000251	3	HPCLAS_TRAIN_N_000251	0	7645	-1.348858675781506	True	False
HPCLAS_TRAIN_N_000252	1	HPCLAS_TRAIN_N_000252	0	7646	-1.836602406818636	True	True
HPCLAS_TRAIN_N_000253	3	HPCLAS_TRAIN_N_000253	0	7647	-0.3795662250827518	True	False
HPCLAS_TRAIN_N_000254	0	HPCLAS_TRAIN_N_000254	0	7648	-1.9180171626739733	True	True
HPCLAS_TRAIN_N_000256	0	HPCLAS_TRAIN_N_000256	0	7650	1.1505794097764874	True	False
HPCLAS_TRAIN_N_000257	1	HPCLAS_TRAIN_N_000257	0	7651	0.4668222688704946	True	False
HPCLAS_TRAIN_N_000258	1	HPCLAS_TRAIN_N_000258	0	7652	-2.165363304677377	True	True
HPCLAS_TRAIN_N_000260	1	HPCLAS_TRAIN_N_000260	0	7654	-3.3846554903758013	True	True
HPCLAS_TRAIN_N_000261	0	HPCLAS_TRAIN_N_000261	0	7655	-2.233030321203493	True	True
HPCLAS_TRAIN_N_000262	0	HPCLAS_TRAIN_N_000262	0	7656	-2.6451174749447577	True	True
HPCLAS_TRAIN_N_000263	4	HPCLAS_TRAIN_N_000263	0	7657	-0.4491853628618211	True	False
HPCLAS_TRAIN_N_000264	3	HPCLAS_TRAIN_N_000264	0	7658	-3.5331607218237897	True	True
HPCLAS_TRAIN_N_000265	2	HPCLAS_TRAIN_N_000265	0	7659	-0.1996852082356915	True	False
HPCLAS_TRAIN_N_000267	1	HPCLAS_TRAIN_N_000267	0	7660	-3.5816746346604806	True	True
HPCLAS_TRAIN_N_000268	4	HPCLAS_TRAIN_N_000268	0	7661	-1.5904561181939252	True	True
HPCLAS_TRAIN_N_000269	2	HPCLAS_TRAIN_N_000269	0	7662	-1.5029165309102617	True	True
HPCLAS_TRAIN_N_000270	3	HPCLAS_TRAIN_N_000270	0	7663	-3.876338638352244	True	True
HPCLAS_TRAIN_N_000271	1	HPCLAS_TRAIN_N_000271	0	7664	-2.5082094489693407	True	True
HPCLAS_TRAIN_N_000273	0	HPCLAS_TRAIN_N_000273	0	7666	1.6922461121970471	True	False
HPCLAS_TRAIN_N_000274	0	HPCLAS_TRAIN_N_000274	0	7667	-2.3661272553887294	True	True
HPCLAS_TRAIN_N_000275	2	HPCLAS_TRAIN_N_000275	0	7668	-1.6473645887768498	True	False
HPCLAS_TRAIN_N_000276	0	HPCLAS_TRAIN_N_000276	0	7669	-0.657718004312936	True	True
HPCLAS_TRAIN_N_000277	4	HPCLAS_TRAIN_N_000277	0	7670	-1.359297535996292	True	False
HPCLAS_TRAIN_N_000278	4	HPCLAS_TRAIN_N_000278	0	7671	-0.9918136023347324	True	True
HPCLAS_TRAIN_N_000279	0	HPCLAS_TRAIN_N_000279	0	7672	-1.4671752501639177	True	True
HPCLAS_TRAIN_N_000280	4	HPCLAS_TRAIN_N_000280	0	7673	-1.4159765182707325	True	True
HPCLAS_TRAIN_N_000281	4	HPCLAS_TRAIN_N_000281	0	7674	-1.024981186512722	True	True
HPCLAS_TRAIN_N_000282	4	HPCLAS_TRAIN_N_000282	0	7675	-0.2955450662508851	True	False
HPCLAS_TRAIN_N_000283	1	HPCLAS_TRAIN_N_000283	0	7676	-0.8014106218799976	True	False
HPCLAS_TRAIN_N_000286	1	HPCLAS_TRAIN_N_000286	0	7679	-0.8561580118514559	True	True
HPCLAS_TRAIN_N_000287	4	HPCLAS_TRAIN_N_000287	0	7680	-1.8892692818714265	True	True
HPCLAS_TRAIN_N_000288	1	HPCLAS_TRAIN_N_000288	0	7681	-1.6845042550310192	True	False
HPCLAS_TRAIN_N_000289	0	HPCLAS_TRAIN_N_000289	0	7682	-2.209681516890505	True	True
HPCLAS_TRAIN_N_000290	1	HPCLAS_TRAIN_N_000290	0	7683	-2.663011626902977	True	True
HPCLAS_TRAIN_N_000291	2	HPCLAS_TRAIN_N_000291	0	7684	-4.282635667620979	True	True
HPCLAS_TRAIN_N_000292	0	HPCLAS_TRAIN_N_000292	0	7685	-2.1349637940892983	True	True
HPCLAS_TRAIN_N_000294	2	HPCLAS_TRAIN_N_000294	0	7687	-2.5493197300391097	True	True
