clean_id	label	homology_group	oof_fold	quality_tier	audit_reasons	recommended_training_weight	weight_status	manual_review_status	p_esmc_v1	p_deepsaltpro	p_aac_catboost	mean_label_support	prediction_spread
HPCLAS_TRAIN_N_000013	0	HPCLAS_TRAIN_N_000013	1	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.0496688187122345	0.0863423198461532	0.0758873314647412	0.929367176658957	0.03667350113391871
HPCLAS_TRAIN_N_000014	0	HPCLAS_TRAIN_N_000014	4	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	1.286514634557534e-05	0.1031654104590416	0.0134890458462425	0.9611108928494567	0.10315254531269602
HPCLAS_TRAIN_N_000015	0	HPCLAS_TRAIN_N_000015	2	D_hard_sample	esmc_deepsaltpro_disagreement;one_or_more_oof_models_wrong	1.25	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.9178614020347596	0.3167240917682647	0.2225290616616532	0.5142951481784408	0.6953323403731064
HPCLAS_TRAIN_N_000016	0	HPCLAS_TRAIN_N_000016	0	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.0002283385547343	0.0580237060785293	0.0070784349691977	0.9782231734658463	0.057795367523795
HPCLAS_TRAIN_N_000017	0	HPCLAS_TRAIN_N_000017	1	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.1194500625133514	0.0913083106279373	0.0173014381686641	0.9239800628966823	0.1021486243446873
HPCLAS_TRAIN_N_000018	0	HPCLAS_TRAIN_N_000018	1	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	9.48983256421343e-08	0.018012473359704	0.0063623572631861	0.9918750248262613	0.018012378461378358
HPCLAS_TRAIN_N_000019	0	HPCLAS_TRAIN_P_002956	1	B_ambiguous	mixed_label_homology_group	0.5	PROPOSED_NOT_APPLIED	REVIEW_REQUIRED	8.65905258251587e-06	0.0397200398147106	0.0072079895824042	0.9843544371834342	0.03971138076212809
HPCLAS_TRAIN_N_000020	0	HPCLAS_TRAIN_N_000020	2	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	2.2027297319482383e-08	0.0833040848374366	0.004949506371292	0.9705821289213247	0.08330406281013929
HPCLAS_TRAIN_N_000021	0	HPCLAS_TRAIN_N_000021	1	D_hard_sample	deepsaltpro_borderline_0.35_0.65	1.25	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.0006297994405031	0.492165058851242	0.0626903307361618	0.814838270324031	0.4915352594107389
HPCLAS_TRAIN_N_000022	0	HPCLAS_TRAIN_N_000022	1	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	2.839062744897092e-06	0.0939781367778778	0.0065651218276285	0.9664846341105829	0.0939752977151329
HPCLAS_TRAIN_N_000023	0	HPCLAS_TRAIN_N_000023	2	D_hard_sample	esmc_deepsaltpro_disagreement;one_or_more_oof_models_wrong;deepsaltpro_borderline_0.35_0.65	1.25	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.9997252821922302	0.4121811091899872	0.9495848223899036	0.21283626207595965	0.587544173002243
HPCLAS_TRAIN_N_000024	0	HPCLAS_TRAIN_N_000024	2	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.2569044530391693	0.0547552853822708	0.0867918675777832	0.8671827980002589	0.2021491676568985
HPCLAS_TRAIN_N_000025	0	HPCLAS_TRAIN_N_000025	2	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	1.5162625288667186e-07	0.0258382521569728	0.0018353479422502	0.9907754160915081	0.02583810053071991
HPCLAS_TRAIN_N_000026	0	HPCLAS_TRAIN_N_000026	0	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	1.0548109941055372e-08	0.0948125571012497	0.0247089587236297	0.9601594912090036	0.09481254655313975
HPCLAS_TRAIN_N_000027	0	HPCLAS_TRAIN_N_000027	2	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	1.2952190218129545e-06	0.0100915012881159	0.0100649909932708	0.9932807374998638	0.010090206069094087
HPCLAS_TRAIN_N_000028	0	HPCLAS_TRAIN_N_000028	0	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.0187795348465442	0.2796785235404968	0.3321302824925785	0.7898038863734601	0.31335074764603427
HPCLAS_TRAIN_N_000030	0	HPCLAS_TRAIN_N_000030	4	D_hard_sample	one_or_more_oof_models_wrong;deepsaltpro_borderline_0.35_0.65	1.25	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.9376089572906494	0.5098609328269958	0.2454689507987771	0.4356870530278592	0.6921400064918724
HPCLAS_TRAIN_N_000031	0	HPCLAS_TRAIN_N_000031	0	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	3.103244239355263e-07	0.0807509496808052	0.0128714407565195	0.9687924330794172	0.08075063935638127
HPCLAS_TRAIN_N_000032	0	HPCLAS_TRAIN_N_000032	1	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	4.900729254586622e-05	0.0763969644904136	0.0231211068364272	0.9668109737935376	0.07634795719786773
HPCLAS_TRAIN_N_000033	0	HPCLAS_TRAIN_N_000033	2	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.0001605905272299	0.0695825889706611	0.0451667237418941	0.9616966989200716	0.0694219984434312
HPCLAS_TRAIN_N_000034	0	HPCLAS_TRAIN_N_000034	1	D_hard_sample	esmc_deepsaltpro_disagreement;one_or_more_oof_models_wrong;deepsaltpro_borderline_0.35_0.65	1.25	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.003750275587663	0.5518321394920349	0.5747392207163955	0.6232261214013022	0.5709889451287324
HPCLAS_TRAIN_N_000035	0	HPCLAS_TRAIN_N_000035	3	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.0024733243044465	0.1191117763519287	0.0198271361471282	0.9528625877321656	0.1166384520474822
HPCLAS_TRAIN_N_000036	0	HPCLAS_TRAIN_N_000036	1	D_hard_sample	esmc_borderline_0.35_0.65	1.25	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.3808884620666504	0.2448659241199493	0.0962927794312506	0.7593176114607165	0.2845956826353998
HPCLAS_TRAIN_N_000037	0	HPCLAS_TRAIN_N_000037	1	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	3.5077007964900986e-08	0.0713468790054321	0.1420902321452566	0.9288542845907678	0.14209019706824863
HPCLAS_TRAIN_N_000038	0	HPCLAS_TRAIN_N_000038	3	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.0016823810292407	0.1007847636938095	0.3876360183048971	0.8366322789906843	0.3859536372756564
HPCLAS_TRAIN_N_000039	0	HPCLAS_TRAIN_N_000039	4	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	4.961966988048516e-05	0.1211836263537406	0.0560473045186032	0.9409064831525918	0.12113400668386011
HPCLAS_TRAIN_N_000040	0	HPCLAS_TRAIN_N_000040	2	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.0117345424368977	0.0733884572982788	0.0248589589383791	0.9633393471088149	0.061653914861381096
HPCLAS_TRAIN_N_000041	0	HPCLAS_TRAIN_N_000041	4	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.000181388691999	0.2551852762699127	0.0218419453377103	0.9075971299001259	0.2550038875779137
HPCLAS_TRAIN_N_000042	0	HPCLAS_TRAIN_N_000042	0	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	1.9281666027382016e-05	0.066419593989849	0.0039799458502367	0.9765270594979624	0.06640031232382161
HPCLAS_TRAIN_N_000043	0	HPCLAS_TRAIN_N_000043	4	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.0394153669476509	0.2231930643320083	0.0736498662563087	0.8879139008213439	0.1837776973843574
HPCLAS_TRAIN_N_000044	0	HPCLAS_TRAIN_N_000044	4	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	1.6069945559138432e-05	0.1256245076656341	0.0067657840031436	0.9558645461285543	0.12560843772007496
HPCLAS_TRAIN_N_000045	0	HPCLAS_TRAIN_N_000045	3	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.0127978194504976	0.2731826603412628	0.0561329052262877	0.885962204993984	0.2603848408907652
HPCLAS_TRAIN_N_000046	0	HPCLAS_TRAIN_N_000046	4	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.2505094707012176	0.2615998089313507	0.274835248801112	0.7376851571887731	0.02432577809989439
HPCLAS_TRAIN_N_000047	0	HPCLAS_TRAIN_N_000047	3	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	1.2126109538712626e-07	0.013998438604176	0.006720650004808	0.9930935967099735	0.013998317343080612
HPCLAS_TRAIN_N_000048	0	HPCLAS_TRAIN_N_000048	3	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.1222706958651542	0.263205736875534	0.4249694466778276	0.7298513735271613	0.3026987508126734
HPCLAS_TRAIN_N_000049	0	HPCLAS_TRAIN_P_001569	0	B_ambiguous	mixed_label_homology_group;esmc_deepsaltpro_disagreement;one_or_more_oof_models_wrong;deepsaltpro_borderline_0.35_0.65	0.5	PROPOSED_NOT_APPLIED	REVIEW_REQUIRED	0.9980140924453736	0.4128511250019073	0.6340024103187598	0.31837745741131973	0.5851629674434664
HPCLAS_TRAIN_N_000051	0	HPCLAS_TRAIN_P_003059	4	B_ambiguous	mixed_label_homology_group	0.5	PROPOSED_NOT_APPLIED	REVIEW_REQUIRED	1.1585290849325249e-05	0.1288605779409408	0.0204937626265338	0.9502113580472255	0.12884899265009148
HPCLAS_TRAIN_N_000053	0	HPCLAS_TRAIN_N_000053	2	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	1.767211301739735e-07	0.0128632877022027	0.0493239236801753	0.9792708706321639	0.04932374695904512
HPCLAS_TRAIN_N_000054	0	HPCLAS_TRAIN_N_000054	0	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.0001162662738352	0.1667482256889343	0.0424477570931855	0.9302292503146816	0.1666319594150991
HPCLAS_TRAIN_N_000055	0	HPCLAS_TRAIN_N_000055	1	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	9.049422828866228e-07	0.0419040583074092	0.0120377247998613	0.9820191039834821	0.04190315336512632
HPCLAS_TRAIN_N_000056	0	HPCLAS_TRAIN_N_000056	1	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	3.4227567084599286e-05	0.0344286523759365	0.0116616569749092	0.9846251543606899	0.0343944248088519
HPCLAS_TRAIN_N_000058	0	HPCLAS_TRAIN_N_000058	4	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	1.8136301349613861e-09	0.1383551359176635	0.0105427067341739	0.9503673851781774	0.13835513410403336
HPCLAS_TRAIN_N_000059	0	HPCLAS_TRAIN_N_000059	2	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.00411984231323	0.1847550719976425	0.0396524473301131	0.9238242127863381	0.18063522968441248
HPCLAS_TRAIN_N_000060	0	HPCLAS_TRAIN_N_000060	4	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	4.192305368633242e-06	0.1159587875008583	0.1622427873571772	0.9072647442788653	0.16223859505180857
HPCLAS_TRAIN_N_000061	0	HPCLAS_TRAIN_N_000061	0	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.0002954665687866	0.1110441610217094	0.0241107029978419	0.9548498898038873	0.1107486944529228
HPCLAS_TRAIN_N_000062	0	HPCLAS_TRAIN_N_000062	4	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.0001991723111132	0.106820523738861	0.0101766717334042	0.9609345440722071	0.1066213514277478
HPCLAS_TRAIN_N_000063	0	HPCLAS_TRAIN_N_000063	4	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	1.6839530880830011e-09	0.1428564190864563	0.0056394103530212	0.9505013896255231	0.1428564174025032
HPCLAS_TRAIN_N_000065	0	HPCLAS_TRAIN_N_000065	2	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	6.988985887801391e-07	0.0343877077102661	0.0049105912389427	0.9869003340507341	0.03438700881167732
HPCLAS_TRAIN_N_000066	0	HPCLAS_TRAIN_N_000066	3	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	6.394158845068887e-06	0.1105527132749557	0.0196225762439581	0.956606105440747	0.11054631911611063
HPCLAS_TRAIN_N_000067	0	HPCLAS_TRAIN_N_000067	1	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.0002929784241132	0.0516772009432315	0.0080640392675422	0.979988593788371	0.0513842225191183
HPCLAS_TRAIN_N_000069	0	HPCLAS_TRAIN_N_000069	0	D_hard_sample	esmc_deepsaltpro_disagreement;one_or_more_oof_models_wrong;deepsaltpro_borderline_0.35_0.65	1.25	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.9992585778236388	0.3718436956405639	0.8631096931022818	0.2552626778111718	0.627414882183075
HPCLAS_TRAIN_N_000070	0	HPCLAS_TRAIN_N_000070	3	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	4.540333975455724e-06	0.0423616394400596	0.0525453839146871	0.9683628121037593	0.05254084358071164
HPCLAS_TRAIN_N_000071	0	HPCLAS_TRAIN_N_000071	2	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.0631910189986229	0.1570203304290771	0.011480591543217	0.9227693530096944	0.14553973888586008
HPCLAS_TRAIN_N_000072	0	HPCLAS_TRAIN_N_000072	1	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	4.899288796877954e-06	0.0664514228701591	0.006083336495678	0.9758201137817887	0.06644652358136222
HPCLAS_TRAIN_N_000073	0	HPCLAS_TRAIN_N_000073	3	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.2488453090190887	0.1407764106988906	0.4586489967055533	0.7172430945254891	0.3178725860066627
HPCLAS_TRAIN_N_000075	0	HPCLAS_TRAIN_N_000075	3	D_hard_sample	deepsaltpro_borderline_0.35_0.65	1.25	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.0054197418503463	0.4494772851467132	0.2429116387158617	0.7673971114290262	0.4440575432963669
HPCLAS_TRAIN_N_000076	0	HPCLAS_TRAIN_N_000076	2	D_hard_sample	esmc_deepsaltpro_disagreement;one_or_more_oof_models_wrong;deepsaltpro_borderline_0.35_0.65	1.25	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.9212337732315063	0.4279962182044983	0.0912454131918834	0.519841531790704	0.829988360039623
HPCLAS_TRAIN_N_000078	0	HPCLAS_TRAIN_N_000078	2	D_hard_sample	esmc_deepsaltpro_disagreement;one_or_more_oof_models_wrong;esmc_borderline_0.35_0.65	1.25	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.593716025352478	0.3069590926170349	0.5844373373765981	0.5049625148846296	0.2867569327354431
HPCLAS_TRAIN_N_000079	0	HPCLAS_TRAIN_N_000079	0	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	4.259503475623205e-05	0.1054891869425773	0.2296911645056592	0.8882590178390024	0.22964856947090298
HPCLAS_TRAIN_N_000080	0	HPCLAS_TRAIN_N_000080	3	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.0001593078777659	0.0597038865089416	0.1503545675519894	0.929927412687101	0.15019525967422348
HPCLAS_TRAIN_N_000082	0	HPCLAS_TRAIN_N_000082	1	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	1.1574932614166755e-05	0.0461254119873046	0.0137578853047677	0.9800350425917711	0.04611383705469043
HPCLAS_TRAIN_N_000083	0	HPCLAS_TRAIN_N_000083	4	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	7.964836754581484e-07	0.1153812706470489	0.0010472768303761	0.9611902186796332	0.11538047416337344
HPCLAS_TRAIN_N_000084	0	HPCLAS_TRAIN_N_000084	3	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.0004708484339062	0.053132202476263	0.0090215884544592	0.9791251202117905	0.0526613540423568
HPCLAS_TRAIN_N_000085	0	HPCLAS_TRAIN_N_000085	3	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	3.0556867613995564e-07	0.0185977350920438	0.0009725924307549	0.9934764556361749	0.01859742952336766
HPCLAS_TRAIN_N_000086	0	HPCLAS_TRAIN_N_000086	0	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	4.610003998095635e-06	0.1438917517662048	0.1246327492471114	0.9104902963275618	0.1438871417622067
HPCLAS_TRAIN_N_000088	0	HPCLAS_TRAIN_N_000088	0	D_hard_sample	one_or_more_oof_models_wrong	1.25	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.9222015142440796	0.7516834139823914	0.9197690541285102	0.13544867254833962	0.17051810026168823
HPCLAS_TRAIN_N_000090	0	HPCLAS_TRAIN_N_000090	3	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	1.9993074602098204e-05	0.0348659828305244	0.216865249033556	0.9160829250204392	0.2168452559589539
HPCLAS_TRAIN_N_000093	0	HPCLAS_TRAIN_N_000093	2	B_ambiguous	mixed_label_homology_group;one_or_more_oof_models_wrong;esmc_borderline_0.35_0.65;deepsaltpro_borderline_0.35_0.65	0.5	PROPOSED_NOT_APPLIED	REVIEW_REQUIRED	0.3591915965080261	0.4601021409034729	0.530977543177918	0.549909573136861	0.1717859466698919
HPCLAS_TRAIN_N_000094	0	HPCLAS_TRAIN_N_000094	4	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.0116926347836852	0.1165831610560417	0.0052525876240506	0.9554905388454076	0.1113305734319911
HPCLAS_TRAIN_N_000095	0	HPCLAS_TRAIN_N_000095	2	D_hard_sample	one_or_more_oof_models_wrong	1.25	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.0715633481740951	0.193273052573204	0.9322046958085156	0.6009863011480617	0.8606413476344206
HPCLAS_TRAIN_N_000096	0	HPCLAS_TRAIN_N_000096	1	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	2.2901669183283962e-07	0.0428161844611167	0.026301070061828	0.9769608388201211	0.04281595544442487
HPCLAS_TRAIN_N_000097	0	HPCLAS_TRAIN_N_000097	4	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.0007719664718024	0.2606293261051178	0.0236221729856451	0.9049921781458116	0.2598573596333154
HPCLAS_TRAIN_N_000098	0	HPCLAS_TRAIN_N_000098	1	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	1.1097552032879321e-07	0.0451419204473495	0.0199733210216236	0.9782948825185022	0.04514180947182917
HPCLAS_TRAIN_N_000099	0	HPCLAS_TRAIN_N_000099	3	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	1.754778877760543e-09	0.0556833185255527	0.0028343543939325	0.980494108441912	0.05568331677077382
HPCLAS_TRAIN_N_000101	0	HPCLAS_TRAIN_N_000101	0	D_hard_sample	esmc_deepsaltpro_disagreement;one_or_more_oof_models_wrong	1.25	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.9722985625267028	0.0532891750335693	0.0251402534525877	0.6497573363290466	0.947158309074115
HPCLAS_TRAIN_N_000102	0	HPCLAS_TRAIN_N_000102	0	D_hard_sample	deepsaltpro_borderline_0.35_0.65	1.25	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.0034935704898089	0.4022929668426513	0.2705747069399137	0.7745462519092087	0.3987993963528424
HPCLAS_TRAIN_N_000103	0	HPCLAS_TRAIN_N_000103	1	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.0012644978705793	0.0808727443218231	0.0442876771976413	0.9578583602033187	0.0796082464512438
HPCLAS_TRAIN_N_000105	0	HPCLAS_TRAIN_N_000105	4	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	9.906485587407589e-08	0.0981659516692161	0.0114329864803359	0.9634669875951974	0.09816585260436023
HPCLAS_TRAIN_N_000107	0	HPCLAS_TRAIN_N_000107	0	D_hard_sample	esmc_deepsaltpro_disagreement;one_or_more_oof_models_wrong	1.25	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.6781734228134155	0.298320323228836	0.8287110530574331	0.3982650669667718	0.530390729828597
HPCLAS_TRAIN_N_000109	0	HPCLAS_TRAIN_N_000109	4	D_hard_sample	esmc_deepsaltpro_disagreement;one_or_more_oof_models_wrong	1.25	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.9520887136459352	0.1650322824716568	0.033174907007017	0.616568032291797	0.9189138066389182
HPCLAS_TRAIN_N_000110	0	HPCLAS_TRAIN_N_000110	3	D_hard_sample	one_or_more_oof_models_wrong	1.25	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.0697652101516723	0.1464843451976776	0.5472383408855331	0.7455040345883722	0.47747313073386083
HPCLAS_TRAIN_N_000111	0	HPCLAS_TRAIN_N_000111	2	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	3.203250889782794e-05	0.0295269228518009	0.019734037439995	0.9835690023997689	0.029494890342903073
HPCLAS_TRAIN_N_000112	0	HPCLAS_TRAIN_N_000112	3	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	2.1619818653562103e-05	0.1811806410551071	0.1260991378104612	0.8975662004385927	0.18115902123645353
HPCLAS_TRAIN_N_000113	0	HPCLAS_TRAIN_N_000113	3	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	1.131526005337946e-06	0.091434933245182	0.3009387769142846	0.8692083861048427	0.3009376453882793
HPCLAS_TRAIN_N_000114	0	HPCLAS_TRAIN_N_000114	0	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.0055286749266088	0.2304089665412902	0.0380954038816486	0.9086556515501508	0.2248802916146814
HPCLAS_TRAIN_N_000115	0	HPCLAS_TRAIN_N_000115	2	D_hard_sample	deepsaltpro_borderline_0.35_0.65	1.25	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	9.744694398250432e-05	0.39322030544281	0.0407249929360661	0.8553190848923804	0.3931228584988275
HPCLAS_TRAIN_N_000116	0	HPCLAS_TRAIN_N_000116	1	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.0024126353673636	0.1951056569814682	0.4688260176347525	0.7778852300054719	0.46641338226738893
HPCLAS_TRAIN_N_000117	0	HPCLAS_TRAIN_N_000117	1	A_clean_core		1.0	PROPOSED_NOT_APPLIED	NOT_REQUIRED_AT_V2_02	0.0054014408960938	0.100639097392559	0.1674149120262719	0.9088481832283585	0.1620134711301781
