fold	target_ratio	clean_id
0	0.3	HPCLAS_TRAIN_P_000206
0	0.3	HPCLAS_TRAIN_P_004470
0	0.3	HPCLAS_TRAIN_N_004361
0	0.3	HPCLAS_TRAIN_P_003859
0	0.3	HPCLAS_TRAIN_P_005496
0	0.3	HPCLAS_TRAIN_N_002577
0	0.3	HPCLAS_TRAIN_N_001250
0	0.3	HPCLAS_TRAIN_N_002463
0	0.3	HPCLAS_TRAIN_N_001854
0	0.3	HPCLAS_TRAIN_N_000549
0	0.3	HPCLAS_TRAIN_N_002124
0	0.3	HPCLAS_TRAIN_N_001792
0	0.3	HPCLAS_TRAIN_N_001599
0	0.3	HPCLAS_TRAIN_N_002099
0	0.3	HPCLAS_TRAIN_P_006136
0	0.3	HPCLAS_TRAIN_N_000913
0	0.3	HPCLAS_TRAIN_N_004426
0	0.3	HPCLAS_TRAIN_N_002964
0	0.3	HPCLAS_TRAIN_N_003968
0	0.3	HPCLAS_TRAIN_P_005009
0	0.3	HPCLAS_TRAIN_N_001238
0	0.3	HPCLAS_TRAIN_N_000416
0	0.3	HPCLAS_TRAIN_P_004342
0	0.3	HPCLAS_TRAIN_P_006963
0	0.3	HPCLAS_TRAIN_N_002175
0	0.3	HPCLAS_TRAIN_N_003041
0	0.3	HPCLAS_TRAIN_N_004856
0	0.3	HPCLAS_TRAIN_N_002467
0	0.3	HPCLAS_TRAIN_N_002022
0	0.3	HPCLAS_TRAIN_N_000212
0	0.3	HPCLAS_TRAIN_N_001718
0	0.3	HPCLAS_TRAIN_N_002725
0	0.3	HPCLAS_TRAIN_N_002907
0	0.3	HPCLAS_TRAIN_N_003704
0	0.3	HPCLAS_TRAIN_P_000718
0	0.3	HPCLAS_TRAIN_P_007187
0	0.3	HPCLAS_TRAIN_P_000269
0	0.3	HPCLAS_TRAIN_N_000484
0	0.3	HPCLAS_TRAIN_N_000042
0	0.3	HPCLAS_TRAIN_P_007403
0	0.3	HPCLAS_TRAIN_N_003603
0	0.3	HPCLAS_TRAIN_N_003339
0	0.3	HPCLAS_TRAIN_N_000889
0	0.3	HPCLAS_TRAIN_N_000217
0	0.3	HPCLAS_TRAIN_N_001031
0	0.3	HPCLAS_TRAIN_N_003937
0	0.3	HPCLAS_TRAIN_P_003295
0	0.3	HPCLAS_TRAIN_N_004044
0	0.3	HPCLAS_TRAIN_P_004330
0	0.3	HPCLAS_TRAIN_P_006001
0	0.3	HPCLAS_TRAIN_N_002266
0	0.3	HPCLAS_TRAIN_N_003657
0	0.3	HPCLAS_TRAIN_N_004349
0	0.3	HPCLAS_TRAIN_P_003693
0	0.3	HPCLAS_TRAIN_N_004130
0	0.3	HPCLAS_TRAIN_N_000663
0	0.3	HPCLAS_TRAIN_P_003719
0	0.3	HPCLAS_TRAIN_N_001122
0	0.3	HPCLAS_TRAIN_N_001611
0	0.3	HPCLAS_TRAIN_N_002960
0	0.3	HPCLAS_TRAIN_N_003979
0	0.3	HPCLAS_TRAIN_N_002586
0	0.3	HPCLAS_TRAIN_N_002422
0	0.3	HPCLAS_TRAIN_P_006862
0	0.3	HPCLAS_TRAIN_P_002990
0	0.3	HPCLAS_TRAIN_P_004669
0	0.3	HPCLAS_TRAIN_P_002154
0	0.3	HPCLAS_TRAIN_N_001576
0	0.3	HPCLAS_TRAIN_N_003014
0	0.3	HPCLAS_TRAIN_N_003999
0	0.3	HPCLAS_TRAIN_N_004776
0	0.3	HPCLAS_TRAIN_P_003805
0	0.3	HPCLAS_TRAIN_N_003238
0	0.3	HPCLAS_TRAIN_P_004072
0	0.3	HPCLAS_TRAIN_N_000667
0	0.3	HPCLAS_TRAIN_N_003182
0	0.3	HPCLAS_TRAIN_N_005076
0	0.3	HPCLAS_TRAIN_N_000454
0	0.3	HPCLAS_TRAIN_N_003224
0	0.3	HPCLAS_TRAIN_N_000401
0	0.3	HPCLAS_TRAIN_P_003985
0	0.3	HPCLAS_TRAIN_N_004282
0	0.3	HPCLAS_TRAIN_P_005678
0	0.3	HPCLAS_TRAIN_N_000319
0	0.3	HPCLAS_TRAIN_P_002007
0	0.3	HPCLAS_TRAIN_P_005948
0	0.3	HPCLAS_TRAIN_N_000276
0	0.3	HPCLAS_TRAIN_P_003445
0	0.3	HPCLAS_TRAIN_N_003119
0	0.3	HPCLAS_TRAIN_P_002995
0	0.3	HPCLAS_TRAIN_P_003664
0	0.3	HPCLAS_TRAIN_N_001469
0	0.3	HPCLAS_TRAIN_P_002417
0	0.3	HPCLAS_TRAIN_N_001066
0	0.3	HPCLAS_TRAIN_N_003705
0	0.3	HPCLAS_TRAIN_N_002772
0	0.3	HPCLAS_TRAIN_P_006067
0	0.3	HPCLAS_TRAIN_N_000225
0	0.3	HPCLAS_TRAIN_N_002682
0	0.3	HPCLAS_TRAIN_N_003359
0	0.3	HPCLAS_TRAIN_N_000931
0	0.3	HPCLAS_TRAIN_P_007071
0	0.3	HPCLAS_TRAIN_P_004045
0	0.3	HPCLAS_TRAIN_N_000381
0	0.3	HPCLAS_TRAIN_P_001614
0	0.3	HPCLAS_TRAIN_N_004171
0	0.3	HPCLAS_TRAIN_N_004197
0	0.3	HPCLAS_TRAIN_N_003985
0	0.3	HPCLAS_TRAIN_P_006519
0	0.3	HPCLAS_TRAIN_N_004992
0	0.3	HPCLAS_TRAIN_P_004328
0	0.3	HPCLAS_TRAIN_P_001097
0	0.3	HPCLAS_TRAIN_N_001419
0	0.3	HPCLAS_TRAIN_N_000143
0	0.3	HPCLAS_TRAIN_P_005559
0	0.3	HPCLAS_TRAIN_N_000031
0	0.3	HPCLAS_TRAIN_N_001664
0	0.3	HPCLAS_TRAIN_N_001882
0	0.3	HPCLAS_TRAIN_P_004380
0	0.3	HPCLAS_TRAIN_P_001922
0	0.3	HPCLAS_TRAIN_N_004066
0	0.3	HPCLAS_TRAIN_P_001448
0	0.3	HPCLAS_TRAIN_N_004938
0	0.3	HPCLAS_TRAIN_N_001120
0	0.3	HPCLAS_TRAIN_N_003149
0	0.3	HPCLAS_TRAIN_P_007016
0	0.3	HPCLAS_TRAIN_N_000342
0	0.3	HPCLAS_TRAIN_N_002080
0	0.3	HPCLAS_TRAIN_P_003299
0	0.3	HPCLAS_TRAIN_N_002783
0	0.3	HPCLAS_TRAIN_N_000672
0	0.3	HPCLAS_TRAIN_P_002253
0	0.3	HPCLAS_TRAIN_N_000560
0	0.3	HPCLAS_TRAIN_N_001102
0	0.3	HPCLAS_TRAIN_N_003418
0	0.3	HPCLAS_TRAIN_P_006832
0	0.3	HPCLAS_TRAIN_N_001316
0	0.3	HPCLAS_TRAIN_N_002090
0	0.3	HPCLAS_TRAIN_P_004305
0	0.3	HPCLAS_TRAIN_N_004191
0	0.3	HPCLAS_TRAIN_N_002324
0	0.3	HPCLAS_TRAIN_N_004395
0	0.3	HPCLAS_TRAIN_N_004340
0	0.3	HPCLAS_TRAIN_N_002840
0	0.3	HPCLAS_TRAIN_P_005079
0	0.3	HPCLAS_TRAIN_P_005923
0	0.3	HPCLAS_TRAIN_N_000366
0	0.3	HPCLAS_TRAIN_N_004667
0	0.3	HPCLAS_TRAIN_N_000724
0	0.3	HPCLAS_TRAIN_N_003190
0	0.3	HPCLAS_TRAIN_P_002211
0	0.3	HPCLAS_TRAIN_N_000101
0	0.3	HPCLAS_TRAIN_P_006498
0	0.3	HPCLAS_TRAIN_N_002466
0	0.3	HPCLAS_TRAIN_N_002273
0	0.3	HPCLAS_TRAIN_N_004663
0	0.3	HPCLAS_TRAIN_P_006421
0	0.3	HPCLAS_TRAIN_N_004018
0	0.3	HPCLAS_TRAIN_P_006696
0	0.3	HPCLAS_TRAIN_N_000150
0	0.3	HPCLAS_TRAIN_N_002715
0	0.3	HPCLAS_TRAIN_P_004971
0	0.3	HPCLAS_TRAIN_N_001705
0	0.3	HPCLAS_TRAIN_N_000199
0	0.3	HPCLAS_TRAIN_N_002590
0	0.3	HPCLAS_TRAIN_P_004641
0	0.3	HPCLAS_TRAIN_P_003967
0	0.3	HPCLAS_TRAIN_N_004801
0	0.3	HPCLAS_TRAIN_P_004696
0	0.3	HPCLAS_TRAIN_N_000465
0	0.3	HPCLAS_TRAIN_N_002370
0	0.3	HPCLAS_TRAIN_P_006150
0	0.3	HPCLAS_TRAIN_N_002484
0	0.3	HPCLAS_TRAIN_N_001205
0	0.3	HPCLAS_TRAIN_P_000611
0	0.3	HPCLAS_TRAIN_P_003503
0	0.3	HPCLAS_TRAIN_N_001931
0	0.3	HPCLAS_TRAIN_P_005387
0	0.3	HPCLAS_TRAIN_N_001401
0	0.3	HPCLAS_TRAIN_N_001105
0	0.3	HPCLAS_TRAIN_P_007000
0	0.3	HPCLAS_TRAIN_N_004614
0	0.3	HPCLAS_TRAIN_N_002763
0	0.3	HPCLAS_TRAIN_N_001527
0	0.3	HPCLAS_TRAIN_N_002676
0	0.3	HPCLAS_TRAIN_N_004111
0	0.3	HPCLAS_TRAIN_P_005937
0	0.3	HPCLAS_TRAIN_N_000164
0	0.3	HPCLAS_TRAIN_N_002838
0	0.3	HPCLAS_TRAIN_N_002433
0	0.3	HPCLAS_TRAIN_N_003148
0	0.3	HPCLAS_TRAIN_P_003657
0	0.3	HPCLAS_TRAIN_N_001176
0	0.3	HPCLAS_TRAIN_P_004206
0	0.3	HPCLAS_TRAIN_N_003185
0	0.3	HPCLAS_TRAIN_N_000124
0	0.3	HPCLAS_TRAIN_N_000548
0	0.3	HPCLAS_TRAIN_N_000849
0	0.3	HPCLAS_TRAIN_N_001626
0	0.3	HPCLAS_TRAIN_N_000061
0	0.3	HPCLAS_TRAIN_N_004320
0	0.3	HPCLAS_TRAIN_N_001850
0	0.3	HPCLAS_TRAIN_N_002069
0	0.3	HPCLAS_TRAIN_N_001660
0	0.3	HPCLAS_TRAIN_N_004863
0	0.3	HPCLAS_TRAIN_P_006274
0	0.3	HPCLAS_TRAIN_P_003172
0	0.3	HPCLAS_TRAIN_N_004269
0	0.3	HPCLAS_TRAIN_N_000995
0	0.3	HPCLAS_TRAIN_N_001339
0	0.3	HPCLAS_TRAIN_N_002213
0	0.3	HPCLAS_TRAIN_P_007429
0	0.3	HPCLAS_TRAIN_P_003618
0	0.3	HPCLAS_TRAIN_N_004429
0	0.3	HPCLAS_TRAIN_P_004653
0	0.3	HPCLAS_TRAIN_N_002533
0	0.3	HPCLAS_TRAIN_N_000232
0	0.3	HPCLAS_TRAIN_N_003981
0	0.3	HPCLAS_TRAIN_N_001037
0	0.3	HPCLAS_TRAIN_P_007159
0	0.3	HPCLAS_TRAIN_N_003183
0	0.3	HPCLAS_TRAIN_N_002656
0	0.3	HPCLAS_TRAIN_N_003959
0	0.3	HPCLAS_TRAIN_N_001136
0	0.3	HPCLAS_TRAIN_N_000710
0	0.3	HPCLAS_TRAIN_N_001106
0	0.3	HPCLAS_TRAIN_N_002071
0	0.3	HPCLAS_TRAIN_P_006918
0	0.3	HPCLAS_TRAIN_N_002661
0	0.3	HPCLAS_TRAIN_N_001541
0	0.3	HPCLAS_TRAIN_N_002211
0	0.3	HPCLAS_TRAIN_P_004271
0	0.3	HPCLAS_TRAIN_P_005196
0	0.3	HPCLAS_TRAIN_N_005047
0	0.3	HPCLAS_TRAIN_N_004722
0	0.3	HPCLAS_TRAIN_N_000738
0	0.3	HPCLAS_TRAIN_P_001024
0	0.3	HPCLAS_TRAIN_N_004605
0	0.3	HPCLAS_TRAIN_N_001040
0	0.3	HPCLAS_TRAIN_P_004335
0	0.3	HPCLAS_TRAIN_N_000175
0	0.3	HPCLAS_TRAIN_N_004693
0	0.3	HPCLAS_TRAIN_N_004884
0	0.3	HPCLAS_TRAIN_P_005638
0	0.3	HPCLAS_TRAIN_P_005934
0	0.3	HPCLAS_TRAIN_N_003031
0	0.3	HPCLAS_TRAIN_N_003259
0	0.3	HPCLAS_TRAIN_N_000732
0	0.3	HPCLAS_TRAIN_P_003476
0	0.3	HPCLAS_TRAIN_N_000336
0	0.3	HPCLAS_TRAIN_P_002294
0	0.3	HPCLAS_TRAIN_P_006846
0	0.3	HPCLAS_TRAIN_N_002925
0	0.3	HPCLAS_TRAIN_N_000196
0	0.3	HPCLAS_TRAIN_N_001262
0	0.3	HPCLAS_TRAIN_N_004897
0	0.3	HPCLAS_TRAIN_N_002366
0	0.3	HPCLAS_TRAIN_N_000917
0	0.3	HPCLAS_TRAIN_N_004103
0	0.3	HPCLAS_TRAIN_N_001395
0	0.3	HPCLAS_TRAIN_N_001976
0	0.3	HPCLAS_TRAIN_N_004882
0	0.3	HPCLAS_TRAIN_N_001019
0	0.3	HPCLAS_TRAIN_N_000147
0	0.3	HPCLAS_TRAIN_N_004814
0	0.3	HPCLAS_TRAIN_N_004045
0	0.3	HPCLAS_TRAIN_N_003475
0	0.3	HPCLAS_TRAIN_N_003576
0	0.3	HPCLAS_TRAIN_N_002936
0	0.3	HPCLAS_TRAIN_N_001413
0	0.3	HPCLAS_TRAIN_N_002168
0	0.3	HPCLAS_TRAIN_P_006959
0	0.3	HPCLAS_TRAIN_N_001920
0	0.3	HPCLAS_TRAIN_N_003642
0	0.3	HPCLAS_TRAIN_N_004490
0	0.3	HPCLAS_TRAIN_N_003509
0	0.3	HPCLAS_TRAIN_P_004399
0	0.3	HPCLAS_TRAIN_P_007213
0	0.3	HPCLAS_TRAIN_P_000118
0	0.3	HPCLAS_TRAIN_N_001065
0	0.3	HPCLAS_TRAIN_P_002078
0	0.3	HPCLAS_TRAIN_N_000749
0	0.3	HPCLAS_TRAIN_N_000028
0	0.3	HPCLAS_TRAIN_N_001636
0	0.3	HPCLAS_TRAIN_N_000918
0	0.3	HPCLAS_TRAIN_N_003247
0	0.3	HPCLAS_TRAIN_N_003340
0	0.3	HPCLAS_TRAIN_P_001648
0	0.3	HPCLAS_TRAIN_N_004677
0	0.3	HPCLAS_TRAIN_N_002701
0	0.3	HPCLAS_TRAIN_P_001955
0	0.3	HPCLAS_TRAIN_N_004704
0	0.3	HPCLAS_TRAIN_N_003370
0	0.3	HPCLAS_TRAIN_P_001887
0	0.3	HPCLAS_TRAIN_P_003638
0	0.3	HPCLAS_TRAIN_N_001178
0	0.3	HPCLAS_TRAIN_N_000933
0	0.3	HPCLAS_TRAIN_P_004590
0	0.3	HPCLAS_TRAIN_N_002348
0	0.3	HPCLAS_TRAIN_P_000900
0	0.3	HPCLAS_TRAIN_P_004921
0	0.3	HPCLAS_TRAIN_N_000848
0	0.3	HPCLAS_TRAIN_N_000945
0	0.3	HPCLAS_TRAIN_N_000289
0	0.3	HPCLAS_TRAIN_P_003862
0	0.3	HPCLAS_TRAIN_N_001726
0	0.3	HPCLAS_TRAIN_P_002052
0	0.3	HPCLAS_TRAIN_N_001716
0	0.3	HPCLAS_TRAIN_N_000648
0	0.3	HPCLAS_TRAIN_N_001703
0	0.3	HPCLAS_TRAIN_N_000391
0	0.3	HPCLAS_TRAIN_P_003386
0	0.3	HPCLAS_TRAIN_N_005060
0	0.3	HPCLAS_TRAIN_N_000925
0	0.3	HPCLAS_TRAIN_N_002025
0	0.3	HPCLAS_TRAIN_N_003831
0	0.3	HPCLAS_TRAIN_N_001466
0	0.3	HPCLAS_TRAIN_N_003882
0	0.3	HPCLAS_TRAIN_N_001574
0	0.3	HPCLAS_TRAIN_N_001439
0	0.3	HPCLAS_TRAIN_P_005443
0	0.3	HPCLAS_TRAIN_N_001276
0	0.3	HPCLAS_TRAIN_N_001440
0	0.3	HPCLAS_TRAIN_N_003518
0	0.3	HPCLAS_TRAIN_N_002988
0	0.3	HPCLAS_TRAIN_N_002060
0	0.3	HPCLAS_TRAIN_N_001891
0	0.3	HPCLAS_TRAIN_N_004172
0	0.3	HPCLAS_TRAIN_N_000579
0	0.3	HPCLAS_TRAIN_P_005453
0	0.3	HPCLAS_TRAIN_P_003121
0	0.3	HPCLAS_TRAIN_N_003279
0	0.3	HPCLAS_TRAIN_N_004445
0	0.3	HPCLAS_TRAIN_N_004398
0	0.3	HPCLAS_TRAIN_N_001835
0	0.3	HPCLAS_TRAIN_N_004441
0	0.3	HPCLAS_TRAIN_N_003146
0	0.3	HPCLAS_TRAIN_N_001515
0	0.3	HPCLAS_TRAIN_N_003921
0	0.3	HPCLAS_TRAIN_N_000836
0	0.3	HPCLAS_TRAIN_P_003834
0	0.3	HPCLAS_TRAIN_N_001534
0	0.3	HPCLAS_TRAIN_P_000467
0	0.3	HPCLAS_TRAIN_N_001377
0	0.3	HPCLAS_TRAIN_N_000878
0	0.3	HPCLAS_TRAIN_N_004237
0	0.3	HPCLAS_TRAIN_N_001489
0	0.3	HPCLAS_TRAIN_P_001301
0	0.3	HPCLAS_TRAIN_N_002152
0	0.3	HPCLAS_TRAIN_N_002301
0	0.3	HPCLAS_TRAIN_N_000208
0	0.3	HPCLAS_TRAIN_N_001656
0	0.3	HPCLAS_TRAIN_N_004915
0	0.3	HPCLAS_TRAIN_N_000897
0	0.3	HPCLAS_TRAIN_N_002150
0	0.3	HPCLAS_TRAIN_P_003982
0	0.3	HPCLAS_TRAIN_P_001368
0	0.3	HPCLAS_TRAIN_N_005043
0	0.3	HPCLAS_TRAIN_N_003907
0	0.3	HPCLAS_TRAIN_N_000916
0	0.3	HPCLAS_TRAIN_P_006837
0	0.3	HPCLAS_TRAIN_N_004900
0	0.3	HPCLAS_TRAIN_N_004935
0	0.3	HPCLAS_TRAIN_N_000580
0	0.3	HPCLAS_TRAIN_N_004425
0	0.3	HPCLAS_TRAIN_P_003586
0	0.3	HPCLAS_TRAIN_P_007237
0	0.3	HPCLAS_TRAIN_N_000569
0	0.3	HPCLAS_TRAIN_P_002682
0	0.3	HPCLAS_TRAIN_P_000421
0	0.3	HPCLAS_TRAIN_N_004648
0	0.3	HPCLAS_TRAIN_N_004370
0	0.3	HPCLAS_TRAIN_P_005283
0	0.3	HPCLAS_TRAIN_N_002382
0	0.3	HPCLAS_TRAIN_N_003253
0	0.3	HPCLAS_TRAIN_N_002854
0	0.3	HPCLAS_TRAIN_N_001391
0	0.3	HPCLAS_TRAIN_N_004424
0	0.3	HPCLAS_TRAIN_N_001000
0	0.3	HPCLAS_TRAIN_P_002873
0	0.3	HPCLAS_TRAIN_N_004920
0	0.3	HPCLAS_TRAIN_N_000969
0	0.3	HPCLAS_TRAIN_N_003513
0	0.3	HPCLAS_TRAIN_N_002575
0	0.3	HPCLAS_TRAIN_P_005738
0	0.3	HPCLAS_TRAIN_P_005034
0	0.3	HPCLAS_TRAIN_P_002720
0	0.3	HPCLAS_TRAIN_N_003708
0	0.3	HPCLAS_TRAIN_N_004401
0	0.3	HPCLAS_TRAIN_N_001345
0	0.3	HPCLAS_TRAIN_N_003453
0	0.3	HPCLAS_TRAIN_P_005433
0	0.3	HPCLAS_TRAIN_P_004196
0	0.3	HPCLAS_TRAIN_N_003918
0	0.3	HPCLAS_TRAIN_P_006332
0	0.3	HPCLAS_TRAIN_P_001060
0	0.3	HPCLAS_TRAIN_N_001093
0	0.3	HPCLAS_TRAIN_N_001274
0	0.3	HPCLAS_TRAIN_P_003348
0	0.3	HPCLAS_TRAIN_N_002448
0	0.3	HPCLAS_TRAIN_N_003835
0	0.3	HPCLAS_TRAIN_N_004802
0	0.3	HPCLAS_TRAIN_P_006592
0	0.3	HPCLAS_TRAIN_N_003743
0	0.3	HPCLAS_TRAIN_N_000952
0	0.3	HPCLAS_TRAIN_P_001639
0	0.3	HPCLAS_TRAIN_N_001748
0	0.3	HPCLAS_TRAIN_N_003571
0	0.3	HPCLAS_TRAIN_N_005058
0	0.3	HPCLAS_TRAIN_N_004236
0	0.3	HPCLAS_TRAIN_P_000403
0	0.3	HPCLAS_TRAIN_N_000461
0	0.3	HPCLAS_TRAIN_N_001349
0	0.3	HPCLAS_TRAIN_N_000642
0	0.3	HPCLAS_TRAIN_N_001387
0	0.3	HPCLAS_TRAIN_P_007369
0	0.3	HPCLAS_TRAIN_P_007158
0	0.3	HPCLAS_TRAIN_N_004809
0	0.3	HPCLAS_TRAIN_P_005261
0	0.3	HPCLAS_TRAIN_P_003621
0	0.3	HPCLAS_TRAIN_N_000300
0	0.3	HPCLAS_TRAIN_N_004664
0	0.3	HPCLAS_TRAIN_P_003532
0	0.3	HPCLAS_TRAIN_N_004436
0	0.3	HPCLAS_TRAIN_P_002062
0	0.3	HPCLAS_TRAIN_N_001859
0	0.3	HPCLAS_TRAIN_P_004573
0	0.3	HPCLAS_TRAIN_P_003079
0	0.3	HPCLAS_TRAIN_N_000054
0	0.3	HPCLAS_TRAIN_N_000930
0	0.3	HPCLAS_TRAIN_P_007049
0	0.3	HPCLAS_TRAIN_N_002506
0	0.3	HPCLAS_TRAIN_P_000004
0	0.3	HPCLAS_TRAIN_N_002917
0	0.3	HPCLAS_TRAIN_N_003544
0	0.3	HPCLAS_TRAIN_N_003257
0	0.3	HPCLAS_TRAIN_P_003939
0	0.5	HPCLAS_TRAIN_N_004111
0	0.5	HPCLAS_TRAIN_P_007382
0	0.5	HPCLAS_TRAIN_N_000849
0	0.5	HPCLAS_TRAIN_P_005141
0	0.5	HPCLAS_TRAIN_P_007000
0	0.5	HPCLAS_TRAIN_P_006550
0	0.5	HPCLAS_TRAIN_N_001703
0	0.5	HPCLAS_TRAIN_N_001302
0	0.5	HPCLAS_TRAIN_N_002463
0	0.5	HPCLAS_TRAIN_P_007369
0	0.5	HPCLAS_TRAIN_P_005144
0	0.5	HPCLAS_TRAIN_P_004098
0	0.5	HPCLAS_TRAIN_N_002301
0	0.5	HPCLAS_TRAIN_N_004175
0	0.5	HPCLAS_TRAIN_N_002853
0	0.5	HPCLAS_TRAIN_P_004692
0	0.5	HPCLAS_TRAIN_P_003656
0	0.5	HPCLAS_TRAIN_P_001449
0	0.5	HPCLAS_TRAIN_P_000421
0	0.5	HPCLAS_TRAIN_N_002292
0	0.5	HPCLAS_TRAIN_N_001190
0	0.5	HPCLAS_TRAIN_P_001386
0	0.5	HPCLAS_TRAIN_P_006963
0	0.5	HPCLAS_TRAIN_N_002090
0	0.5	HPCLAS_TRAIN_N_001339
0	0.5	HPCLAS_TRAIN_N_000226
0	0.5	HPCLAS_TRAIN_P_004556
0	0.5	HPCLAS_TRAIN_N_000088
0	0.5	HPCLAS_TRAIN_N_003998
0	0.5	HPCLAS_TRAIN_N_000663
0	0.5	HPCLAS_TRAIN_N_002124
0	0.5	HPCLAS_TRAIN_P_007023
0	0.5	HPCLAS_TRAIN_P_003719
0	0.5	HPCLAS_TRAIN_P_003809
0	0.5	HPCLAS_TRAIN_N_001403
0	0.5	HPCLAS_TRAIN_N_002888
0	0.5	HPCLAS_TRAIN_P_005237
0	0.5	HPCLAS_TRAIN_N_005060
0	0.5	HPCLAS_TRAIN_P_003845
0	0.5	HPCLAS_TRAIN_P_000866
0	0.5	HPCLAS_TRAIN_N_003657
0	0.5	HPCLAS_TRAIN_P_002772
0	0.5	HPCLAS_TRAIN_P_002488
0	0.5	HPCLAS_TRAIN_N_001988
0	0.5	HPCLAS_TRAIN_P_004335
0	0.5	HPCLAS_TRAIN_P_001446
0	0.5	HPCLAS_TRAIN_P_002196
0	0.5	HPCLAS_TRAIN_P_004399
0	0.5	HPCLAS_TRAIN_P_001584
0	0.5	HPCLAS_TRAIN_N_000651
0	0.5	HPCLAS_TRAIN_P_005824
0	0.5	HPCLAS_TRAIN_N_003383
0	0.5	HPCLAS_TRAIN_N_002056
0	0.5	HPCLAS_TRAIN_N_004451
0	0.5	HPCLAS_TRAIN_P_006481
0	0.5	HPCLAS_TRAIN_N_001835
0	0.5	HPCLAS_TRAIN_P_000350
0	0.5	HPCLAS_TRAIN_N_001439
0	0.5	HPCLAS_TRAIN_P_003433
0	0.5	HPCLAS_TRAIN_N_002725
0	0.5	HPCLAS_TRAIN_N_000247
0	0.5	HPCLAS_TRAIN_P_002103
0	0.5	HPCLAS_TRAIN_N_003634
0	0.5	HPCLAS_TRAIN_P_004272
0	0.5	HPCLAS_TRAIN_P_003311
0	0.5	HPCLAS_TRAIN_P_002154
0	0.5	HPCLAS_TRAIN_N_002814
0	0.5	HPCLAS_TRAIN_P_005691
0	0.5	HPCLAS_TRAIN_P_007391
0	0.5	HPCLAS_TRAIN_N_000465
0	0.5	HPCLAS_TRAIN_P_006544
0	0.5	HPCLAS_TRAIN_N_003185
0	0.5	HPCLAS_TRAIN_N_004688
0	0.5	HPCLAS_TRAIN_N_004814
0	0.5	HPCLAS_TRAIN_P_002519
0	0.5	HPCLAS_TRAIN_N_000613
0	0.5	HPCLAS_TRAIN_N_003369
0	0.5	HPCLAS_TRAIN_P_006845
0	0.5	HPCLAS_TRAIN_N_002750
0	0.5	HPCLAS_TRAIN_P_007030
0	0.5	HPCLAS_TRAIN_N_002942
0	0.5	HPCLAS_TRAIN_N_004044
