clean_id	original_id	current_label	source_file	homology_group	v2_role	recorded_sequence_hash	recomputed_sequence_sha256	recorded_hash_matches	exact_in_raw_train_P	exact_in_raw_train_N	registry_label_matches	lineage_bridge_matches	source_file_class_matches	original_id_found_in_expected_raw_fasta	traceable	semantic_level	evidence_level	label_rule	direct_protein_phenotype_supported	claim_boundary
HPCLAS_TRAIN_N_000016	WP_283328072.1	0	train_N.fasta	HPCLAS_TRAIN_N_000016	development	9f7ad208c6ff1e08eae955c7905a25ee10b48477581563b7295039989c90f8c4	9f7ad208c6ff1e08eae955c7905a25ee10b48477581563b7295039989c90f8c4	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000017	QWK92890.1	0	train_N.fasta	HPCLAS_TRAIN_N_000017	development	57a64d25c27d770a32035754697e2f76bdec896d905f9785e52b3b6bb0522ac6	57a64d25c27d770a32035754697e2f76bdec896d905f9785e52b3b6bb0522ac6	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000018	WP_190409218.1	0	train_N.fasta	HPCLAS_TRAIN_N_000018	development	cc80548d286682d17aa3140eb08cc585d5debe46bd9021af7153f5fa4049aeb3	cc80548d286682d17aa3140eb08cc585d5debe46bd9021af7153f5fa4049aeb3	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000019	WP_066426904.1	0	train_N.fasta	HPCLAS_TRAIN_P_002956	development	a2555008c2e4159a0dc4320f3e783543c27558cc0285333933a760ed9b1b1f17	a2555008c2e4159a0dc4320f3e783543c27558cc0285333933a760ed9b1b1f17	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000020	PAC30741.1	0	train_N.fasta	HPCLAS_TRAIN_N_000020	development	cc7f6204e4a84753937f064ed5d4b69e4fcd7edda548a6892a4e50490a4767e2	cc7f6204e4a84753937f064ed5d4b69e4fcd7edda548a6892a4e50490a4767e2	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000021	OQY49359.1	0	train_N.fasta	HPCLAS_TRAIN_N_000021	development	41cbb3181bf8466b57ab81db23e985092c3c3771f34c14f449c0732a2849c694	41cbb3181bf8466b57ab81db23e985092c3c3771f34c14f449c0732a2849c694	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000022	WP_283344442.1	0	train_N.fasta	HPCLAS_TRAIN_N_000022	development	0b8d93d8f9f3fa03fdfa578a4f20cb50a10ffa22f0950082700a94a337c74e4b	0b8d93d8f9f3fa03fdfa578a4f20cb50a10ffa22f0950082700a94a337c74e4b	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000023	QWK89863.1	0	train_N.fasta	HPCLAS_TRAIN_N_000023	development	e0c73ec1a6550b765ef59b9a9aaece299a40bfbf8e9b182e8058037a9d4c8218	e0c73ec1a6550b765ef59b9a9aaece299a40bfbf8e9b182e8058037a9d4c8218	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000024	PAC26467.1	0	train_N.fasta	HPCLAS_TRAIN_N_000024	development	2c48183f8b2c3dc8827600b78e3dfceed8e397ffafa89227f01a50968b998707	2c48183f8b2c3dc8827600b78e3dfceed8e397ffafa89227f01a50968b998707	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000025	WP_044174140.1	0	train_N.fasta	HPCLAS_TRAIN_N_000025	development	3186be0eaf890b47aaeb70eaff2897e0dff1bd4a9954907700399dc15c019ea7	3186be0eaf890b47aaeb70eaff2897e0dff1bd4a9954907700399dc15c019ea7	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000026	WP_242044493.1	0	train_N.fasta	HPCLAS_TRAIN_N_000026	development	e160ac1a501da54b25389dc22328c3a610fd87a9880af96d0c80f99ef371ce3f	e160ac1a501da54b25389dc22328c3a610fd87a9880af96d0c80f99ef371ce3f	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000027	WP_066382158.1	0	train_N.fasta	HPCLAS_TRAIN_N_000027	development	7750129d75d6f915a1323a058399e9f7787e29674b6bf9839f6f0c7cefe8774e	7750129d75d6f915a1323a058399e9f7787e29674b6bf9839f6f0c7cefe8774e	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000028	AEV39150.1	0	train_N.fasta	HPCLAS_TRAIN_N_000028	development	a9c3c6aa65dbea94dd76340fcf175fa2d8c8d937b5565febe53bfdec5c3d5a47	a9c3c6aa65dbea94dd76340fcf175fa2d8c8d937b5565febe53bfdec5c3d5a47	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000030	QYO70019.1	0	train_N.fasta	HPCLAS_TRAIN_N_000030	development	822b30ba5d8a55c9cffd8c61aaac0dc1b7aa98f59f13fee9c14a5797eb818590	822b30ba5d8a55c9cffd8c61aaac0dc1b7aa98f59f13fee9c14a5797eb818590	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000031	WP_283328205.1	0	train_N.fasta	HPCLAS_TRAIN_N_000031	development	1e35316063f1894c93ed0a2556c65a0d80efb08f0040c9b26743a4363995999d	1e35316063f1894c93ed0a2556c65a0d80efb08f0040c9b26743a4363995999d	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000032	AEV37948.1	0	train_N.fasta	HPCLAS_TRAIN_N_000032	development	823fe8ab84665fdfe6af2eed738042352c541bd4122877a7b83d07165471f5e3	823fe8ab84665fdfe6af2eed738042352c541bd4122877a7b83d07165471f5e3	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000033	EDN67405.1	0	train_N.fasta	HPCLAS_TRAIN_N_000033	development	a3aba2495645945d3054168f095d6bafbdefbfefeff27af742888d0a712377c0	a3aba2495645945d3054168f095d6bafbdefbfefeff27af742888d0a712377c0	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000034	EDN68897.1	0	train_N.fasta	HPCLAS_TRAIN_N_000034	development	b3a1bb09f629d289a10fe3e7570998fe6438c23a6bb17f44eb4546192a74a421	b3a1bb09f629d289a10fe3e7570998fe6438c23a6bb17f44eb4546192a74a421	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000035	AKG23287.1	0	train_N.fasta	HPCLAS_TRAIN_N_000035	development	c6bb88076480e1b1d53f5311a017bf8b48fe7e4b45dd4fbe83125f60112d1151	c6bb88076480e1b1d53f5311a017bf8b48fe7e4b45dd4fbe83125f60112d1151	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000036	OQY44064.1	0	train_N.fasta	HPCLAS_TRAIN_N_000036	development	dc81efd8cf9509766923574407ee9b22fce7677449a3fa3883e42d0337cd90dd	dc81efd8cf9509766923574407ee9b22fce7677449a3fa3883e42d0337cd90dd	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000037	PAC27082.1	0	train_N.fasta	HPCLAS_TRAIN_N_000037	development	89cee37734efc40dcc94849aceed510c87811718ac4e18df6a505b95ebfc2f38	89cee37734efc40dcc94849aceed510c87811718ac4e18df6a505b95ebfc2f38	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000038	AEV37442.1	0	train_N.fasta	HPCLAS_TRAIN_N_000038	development	a1f0b9395265dfc8174598b94582e9c50b6c203251fe35ae3676edd97a4e445c	a1f0b9395265dfc8174598b94582e9c50b6c203251fe35ae3676edd97a4e445c	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000039	ALG67439.1	0	train_N.fasta	HPCLAS_TRAIN_N_000039	development	c4beee1e3efde2d532ba432d3c876ae2081a551dde5ed3ef402c00b9d17a4d92	c4beee1e3efde2d532ba432d3c876ae2081a551dde5ed3ef402c00b9d17a4d92	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000040	WP_190592350.1	0	train_N.fasta	HPCLAS_TRAIN_N_000040	development	3fabf578128c5e02c33b4b87c0a3aa2652495e6cd79465052c7ef348b330718a	3fabf578128c5e02c33b4b87c0a3aa2652495e6cd79465052c7ef348b330718a	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000041	AEV38881.1	0	train_N.fasta	HPCLAS_TRAIN_N_000041	development	c1b893d13937720c5dc2a0c6d85e071f5cf734c426cd0d6466544f68ae7005eb	c1b893d13937720c5dc2a0c6d85e071f5cf734c426cd0d6466544f68ae7005eb	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000042	WP_283325664.1	0	train_N.fasta	HPCLAS_TRAIN_N_000042	development	6af8f550f4cc51354280d1fb1a0ba5d8370d640587c6e412817ab1760f916c7e	6af8f550f4cc51354280d1fb1a0ba5d8370d640587c6e412817ab1760f916c7e	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000043	CAH07940.1	0	train_N.fasta	HPCLAS_TRAIN_N_000043	development	3d35dca24c547463699a10f12560088ea7586fe3cbfa94479e7d01ea7c9a404e	3d35dca24c547463699a10f12560088ea7586fe3cbfa94479e7d01ea7c9a404e	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000044	OBQ09645.1	0	train_N.fasta	HPCLAS_TRAIN_N_000044	development	6829ac48fdf9ff42eee340ed4d41037fc11a11b5144fc3f47abf62cd8f9990fa	6829ac48fdf9ff42eee340ed4d41037fc11a11b5144fc3f47abf62cd8f9990fa	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000045	WP_044172697.1	0	train_N.fasta	HPCLAS_TRAIN_N_000045	development	e63d4fcbc84f9447501407bb121ed6c7c293cec04fee9dae41aa0f86d6a3ab6a	e63d4fcbc84f9447501407bb121ed6c7c293cec04fee9dae41aa0f86d6a3ab6a	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000046	QWK90219.1	0	train_N.fasta	HPCLAS_TRAIN_N_000046	development	0dae7d926acf0ac62a6f85b3d16136d710d8a8d663692c8b95c8fe167f0df949	0dae7d926acf0ac62a6f85b3d16136d710d8a8d663692c8b95c8fe167f0df949	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000047	WP_044175196.1	0	train_N.fasta	HPCLAS_TRAIN_N_000047	development	c8d5ba77e4cce28d719054bf049b27f6663ff31a2c0c2c8825a91b9004503dde	c8d5ba77e4cce28d719054bf049b27f6663ff31a2c0c2c8825a91b9004503dde	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000048	tr|Q9X2W8|Q9X2W8_RHOCE	0	train_N.fasta	HPCLAS_TRAIN_N_000048	development	6143e1056e344a86d8c5dbfa0e7ef9c1133d6d1dab13e57a920fbe4500d350ef	6143e1056e344a86d8c5dbfa0e7ef9c1133d6d1dab13e57a920fbe4500d350ef	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000049	OQY45033.1	0	train_N.fasta	HPCLAS_TRAIN_P_001569	development	3a27f6b4f7f0d356efe9ebbacd571ae4a1113123572c9171b40ab9966b256a36	3a27f6b4f7f0d356efe9ebbacd571ae4a1113123572c9171b40ab9966b256a36	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000051	AKG20466.1	0	train_N.fasta	HPCLAS_TRAIN_P_003059	development	26b16700f2cddef777744791a44265ee3b3e364e90efd3b48d7f953384c8e608	26b16700f2cddef777744791a44265ee3b3e364e90efd3b48d7f953384c8e608	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000053	WP_153009666.1	0	train_N.fasta	HPCLAS_TRAIN_N_000053	development	e81504375527242e546ffc826b13882222a768f59e3f1136a4e557f2465187c7	e81504375527242e546ffc826b13882222a768f59e3f1136a4e557f2465187c7	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000054	WP_026994196.1	0	train_N.fasta	HPCLAS_TRAIN_N_000054	development	621662c60ed32eea953eab1860703f991fdd718a31a6557f050117e3be79aa5c	621662c60ed32eea953eab1860703f991fdd718a31a6557f050117e3be79aa5c	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000055	EIJ42899.1	0	train_N.fasta	HPCLAS_TRAIN_N_000055	development	cfc6f75cc3525a1a78350aba88f5a02af5024472c40cedad60109dcebd43e3d0	cfc6f75cc3525a1a78350aba88f5a02af5024472c40cedad60109dcebd43e3d0	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000056	EDN67596.1	0	train_N.fasta	HPCLAS_TRAIN_N_000056	development	8f419b5bdd0a1a5dabe130fdde6e00cfeed86b3660a4ccce7ea2d55b17af76ff	8f419b5bdd0a1a5dabe130fdde6e00cfeed86b3660a4ccce7ea2d55b17af76ff	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000058	WP_190372735.1	0	train_N.fasta	HPCLAS_TRAIN_N_000058	development	813e1901663cdaedfa2f07d0fb312225435b105f05c53782398187641957e64b	813e1901663cdaedfa2f07d0fb312225435b105f05c53782398187641957e64b	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000059	QWK90053.1	0	train_N.fasta	HPCLAS_TRAIN_N_000059	development	b8bd4dad85d035d0186ada79b3118050bcdf098614971f3c9098131b141e4652	b8bd4dad85d035d0186ada79b3118050bcdf098614971f3c9098131b141e4652	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000060	WP_190356149.1	0	train_N.fasta	HPCLAS_TRAIN_N_000060	development	ed277b38a0567b28576929c9c65d302d98ecd6b2298ce63ff7b3783ddef59128	ed277b38a0567b28576929c9c65d302d98ecd6b2298ce63ff7b3783ddef59128	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000061	WP_044171462.1	0	train_N.fasta	HPCLAS_TRAIN_N_000061	development	c228bab8f91f14395caf505b1bb3d8d6b6c5d3a6e641d848455a343ff0d1be2f	c228bab8f91f14395caf505b1bb3d8d6b6c5d3a6e641d848455a343ff0d1be2f	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000062	PAC33255.1	0	train_N.fasta	HPCLAS_TRAIN_N_000062	development	7c8a156a9034c5f98033d2f6dc37a935453adcc85a5f1b9bdb197c14c73e408e	7c8a156a9034c5f98033d2f6dc37a935453adcc85a5f1b9bdb197c14c73e408e	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000063	WP_190595110.1	0	train_N.fasta	HPCLAS_TRAIN_N_000063	development	b474fefe2f564fb4f250a2bfe6f5866d86d8eb5b3b5f0967f59a158844d6fd29	b474fefe2f564fb4f250a2bfe6f5866d86d8eb5b3b5f0967f59a158844d6fd29	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000065	WP_044171917.1	0	train_N.fasta	HPCLAS_TRAIN_N_000065	development	ccd2d260d4821fe83638c6e09f7c2cc6a3431fd9540d1f406c4922347af13d45	ccd2d260d4821fe83638c6e09f7c2cc6a3431fd9540d1f406c4922347af13d45	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000066	WP_010996952.1	0	train_N.fasta	HPCLAS_TRAIN_N_000066	development	3183d51c52bd2abe3860b852c3f253ab81fb279a97ef1a2fc715091ddc68a4ff	3183d51c52bd2abe3860b852c3f253ab81fb279a97ef1a2fc715091ddc68a4ff	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000067	WP_052354282.1	0	train_N.fasta	HPCLAS_TRAIN_N_000067	development	aa3ee3ac3119f842f2fca44140432fc9e0c4ef1458e2299cc351334990ef7f52	aa3ee3ac3119f842f2fca44140432fc9e0c4ef1458e2299cc351334990ef7f52	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000069	QWK91128.1	0	train_N.fasta	HPCLAS_TRAIN_N_000069	development	6aa0d89c3ebd9f6d2b8e13c2c55c939de2f161831e92d2a94611be2fc01752de	6aa0d89c3ebd9f6d2b8e13c2c55c939de2f161831e92d2a94611be2fc01752de	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000070	EDN70576.1	0	train_N.fasta	HPCLAS_TRAIN_N_000070	development	49e7bec7f4c687f223d9cd9991ddf0e6be16f2e608ebfbcde3afa0424dae5e27	49e7bec7f4c687f223d9cd9991ddf0e6be16f2e608ebfbcde3afa0424dae5e27	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000071	OQY55180.1	0	train_N.fasta	HPCLAS_TRAIN_N_000071	development	633a41ff5258cbe1ac2ef553d40de34224148855c37b5be9c700fcc283413159	633a41ff5258cbe1ac2ef553d40de34224148855c37b5be9c700fcc283413159	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000072	OQY48478.1	0	train_N.fasta	HPCLAS_TRAIN_N_000072	development	bb97cd1e5a4cc95f70bd70d4d161c689babc2cbf804cd18cc6da58345e23e63f	bb97cd1e5a4cc95f70bd70d4d161c689babc2cbf804cd18cc6da58345e23e63f	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000073	WP_190558337.1	0	train_N.fasta	HPCLAS_TRAIN_N_000073	development	fc915600590583680eea03da92c6e6708a735beef0490ae77944c88c688a3c04	fc915600590583680eea03da92c6e6708a735beef0490ae77944c88c688a3c04	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
HPCLAS_TRAIN_N_000075	OQY47705.1	0	train_N.fasta	HPCLAS_TRAIN_N_000075	development	87cd3042f8a1e752c0093e1976cbfdab55a3460dd45debedd3abc762b1e8f3cd	87cd3042f8a1e752c0093e1976cbfdab55a3460dd45debedd3abc762b1e8f3cd	true	false	true	true	true	true	true	true	L1	E1	HPClas_train_N_inherited	false	dataset-defined halophile-associated protein; not direct salt phenotype
